Título,Autor,Año,Grado
Criteriosdesuspensióndela posición prono en pacientes con síndromedeinsuficiencia respiratoria agudo en la unidaddecuidados intensivos adultos,"Maldonado Beltrán, Ismael",2020,Especialidad en Medicina (Medicina Crítica)
Frecuenciadelesiones del tracto urinario en histerectomías,"Magdaleno Cordero, Aline",2020,Especialidad en Medicina (Ginecología y Obstetricia)
"Estudiodefactoresdepatogenicidad en cepasdeStreptococcus sp. con potencial probiótico, aisladas del pozol","Magaña Montiel, Nallely",2020,Maestría en Ciencias Bioquímicas
Flujosdefondos entre sectores institucionales y su relación con las fluctuaciones del crecimiento :un análisis comparativo entre paísesdeingreso medio,"Malagamba Morán, Ana Sofía",2020,Doctorado en Economía
Las participaciones en ingresos federales que no fueron pagadas al MunicipiodeValledeChalco Solidaridad en el ejercicio fiscal 2015,"Magaña Vázquez, Sergio",2020,Especialidad en Instituciones AdministrativasdeFinanzas Públicas
Análisis del extractivismo minero y la devastación ambiental que se genera en la regióndeAtacama Chile,"Magro Sánchez, Jany Yisell",2020,Licenciatura en Relaciones Internacionales
Ruidos del habitar,"Malcon Gomezrey, Anuar",2020,Maestría en Estudios Políticos y Sociales
"Aislamiento, purificación y caracterizacióndeun microorganismo productordebiopolímeros obtenido a partirdeUlomoides dermestoides y optimizacióndelos parámetros cinéticosdeproducción","Maldonado Damián, Karla Ivonne",2020,Licenciatura en Química Industrial
La educación estética en José Vasconcelos,"Maldonado Maldonado, Rocío Isabel",2020,Licenciatura en Filosofía
Procesos formativos docentes en TIC :H@bitat puma,"Maldonadodela Cruz, Flor",2020,Licenciatura en Pedagogía
Búsqueda in silicodemoléculas orgánicas pequeñas moduladorasdela actividaddela GTPasa EFL1,"Maldonado López, Miryam Samantha",2020,Maestría en Ciencias Bioquímicas
Estudio AB initio del acoplamiento magnético en la interfase IrMn3,"Maldonado López, Daniel",2020,Licenciatura en Nanotecnología
Psicopatología :el arte como resultadodela expresión creativa en la enfermedad mental y su relación con la comunicación,"Maldonado Maldonado, Marysol",2020,Licenciatura en Cienciasdela Comunicación (Periodismo)
Niveles séricosdeestradiol,"Maldonado Carrizales, Carlos Alejandro",2020,Especialidad en Medicina (Biologíadela Reproducción Humana)
¿Es la variación intraindividual en la producción del néctar una estrategia para ahorrar recursos? :una aproximación experimental,"Maldonado Maldonado, Giovanna Michelle",2020,Maestría en Ciencias Biológicas
La politica económica y el bienestar en la CiudaddeMéxico :formulacióndeuna mejora en su diagnóstico,"Maldonado Guzmán, Paola",2020,Licenciatura en Economía
Clasificacióndealeaciones comercialesdealuminio mediante espectroscopiadeun rompimiento inducido por láser,"Maldonado Domínguez, Kevin Renato",2020,Licenciatura en Nanotecnología
"Aprendizajedemáquina para tomadedecisiones en reclutamiento y selección, casodela NFL","Mani Yáñez, José Mauricio",2020,Licenciatura en Administración
"Frecuenciadelos polimorfismos rs4731702 y rs972283 del gen KLF14 como marcador genéticodeDiabetes tipo 2, obesidad e insulino resistencia en pacientes que acuden al Hospital JuárezdeMéxico","Mandujano Cerón, Jessica Paola",2020,Licenciatura en Bioquímica Diagnóstica
La culpabilidad en la persona moral,"Mancilla Quintanar, Igñaki",2020,Maestría en Derecho
Las carencias sociales por decilesdeingreso en México,"Manjarrez Pérez, María Teresa",2020,Especialidad en Desarrollo Social
Evaluacióndeinventariosdeemisionesdemonóxidodecarbono mediante el empleodeinformación satelital y modelación,"Maldonado Pacheco, Gilberto",2020,Doctorado en Cienciasdela Tierra
Frecuenciadeprescripción farmacológica previa para la prevención primariadeenfermedades cardiovasculares recomendada por la guía AHA,"Maldonado Ortiz, Amelia Elizabeth",2020,Especialidad en Medicina (Neurología)
"La ideadereligación en Spinoza y Zubiri, hacia una clausura del horizontedela nihilidad en el pensamientodelo divino","Malfavón Carillo, Víctor Hugo",2020,Maestría en Filosofía
La filósofa en la Pinacoteca :estudiodeun textodeMaría Zambrano sobre el Museo del Prado,"Maldonado Tapia, Pedro",2020,Licenciatura en Lengua y Literaturas Hispánicas
"CentrodeDanza y Artes Escénicas, Tlatelolco, CiudaddeMéxico","Mancilla Montiel, Abraham Isahí",2020,Licenciatura en Arquitectura
Marcadores serológicosdecirrosis hepática como método diagnóstico indirecto para identificar el tipodesangrado activodetubo digestivo alto en pacientes con insuficiencia hepática crónica en Hospital General Xoco,"Mancilla Hernández, Viridiana",2020,Especialidad en Medicina (Medicina Interna)
Características clínicas y epidemiológicasdela enfermedad vascular cerebral en el HGR C,"Manzanares Castillo, Silvia",2020,Especialidad en Medicina (MedicinadeUrgencias)
"Significados culturales zapotecos en Ya´ Blligo, San Andrés Solaga, Oaxaca :aportes a la educación intercultural","Manzano Flores, Yerí",2020,Maestría en Pedagogía
Factoresderiesgo para peritonitis temprana asociada a diálisis peritoneal en el Hospital Regional 1°deoctubre,"Manzanita Barrera, Raúl",2020,Especialidad en Medicina (Medicina Interna)
The evolution of the inner regions of protoplanetary disks,"Manzo Martínez, Ezequiel",2020,Doctorado en Astrofísica
Intervencionesdepráctica avanzada para enfermería en la aplicacióndeterapias extracorpóreasdereemplazo renal,"Manuel Martínez, Erika",2020,Especialidad en Enfermería Nefrológica
Cambioderégimen y guardia nacional :un análisisdelas implicaciones,"Manzano Tapia, Raúl Eduardo",2020,Licenciatura en Derecho
"Olfatografía, metodologías para navegar la anosmia social","Mañón Sepúlveda, Mariana",2020,Maestría en Artes Visuales
"La historia, la experiencia y lo político en disputa :prácticas estético-artísticas en el marcodelos conflictos armados internos peruano y colombiano","Manrique Diaz, Lina Alejandra",2020,Maestría en Estudios Latinoamericanos
"Gradodeactividad física, ingesta calórica y composición corporal en residentesdemedicina internadeacuerdo con el gradoderesidencia","Manzano Jurado, JuandeJesús",2020,Especialidad en Medicina (Medicina Interna)
Variación morfológica y algunos aspectosdela ecologíadela polinización en los morfos floralesdeOpuntia streptacantha Lem. (Cactaceae),"Manzanarez Villasana, Gerardo",2020,Licenciatura en Biología
Vibraciones producidas por compuertas parcialmente abiertas en un túneldeuna presa,"Maqueda Ramírez, Carlos Alfredo",2020,Maestría en Ingeniería Civil
Evaluación del contenido del factor neurotrófico derivado del cerebro y su relación con el númerodeespinas dendríticas en la región CA1 del hipocampo en un modelo murino con fenotipo autista,"Maqueda Martínez, Emely",2020,Licenciatura en Química Farmacéutico Biológica
Teatro y procesos rituales :el estado liminal del actor,"Marchant Serrano, Arantxa",2020,Licenciatura en Teatro y Actuación
Panteón vertical en Nezahualcóyotl,"Marchán Méndez, Evelyn",2020,Licenciatura en Arquitectura
Metodología para la correcta direccióndearte estudiantil con presupuesto mínimo,"Manzo Núñez, Carlos Genaro",2020,Licenciatura en Cinematografía
"Estudiosdeinteracción entre la GTPasa Lsg1 y las proteínas Rpl10, Sqt1 y Nmd3 mediante un ensayodedoble híbrido en levadura","Marcial Bazaldua, Nancy Gabriela",2020,Maestría en Ciencias Bioquímicas
Curso en línea para el aprendizaje del autoconocimiento dirigido a docentesdeeducación básica,"Marcelo Porcayo, Tonancy Lizahaya",2020,Licenciatura en Psicología
Estudiodelos cambios plásticos inducidos por la experiencia sexual en el ratón hembra,"Marco Manclus, Pau",2020,Doctorado en Ciencias Biomédicas
Efectividaddela irrigación mediante el usodediferentes técnicasdeactivación:revisión bibliográfica,"Mapel Silva, Emanuel Gerardo",2020,Licenciatura en Cirujano Dentista
Aparatología fija empleada en maloclusiones en pacientes con capacidades diferentes,"Maravilla Amador, Amairani",2020,Licenciatura en Cirujano Dentista
Niveldedeterioro cognitivodelos adultos mayores,"Mariano Landa, Karina",2020,Licenciatura en Enfermería y Obstetricia
Insercióndemutaciones en el gen SRD5A2 y su impacto sobre las propiedades catalíticasdela enzima,"Mares Gómez, Lizette",2020,Maestría en Ciencias Bioquímicas
Factores clínicos más frecuentes relacionados al fracasodecarillasdeporcelana en el sector anterosuperior,"Mares Saavedra, Catalina",2020,Licenciatura en Cirujano Dentista
Análisis del consumo energético para la determinacióndemedidasdeahorro y uso eficientedela energía en una microempresadela industria restaurantera,"Marín Herrera, Byron",2020,Especialidad en Ahorro y Uso EficientedeEnergía
Diseño y manufacturadeherramental para fabricacióndeprobetas empleadas en investigacióndeuniones adhesivas,"Marín Galicia, Dulce Nayeli",2020,Licenciatura en Tecnología
Desarrolloderedesdeserviciosdesalud con herramientasdeideo para la SecretaríadeSalud,"Mares Silva, David Felipe",2020,Maestría en IngenieríadeSistemas
"Comportamientodelos contenidos en los sitios Webdelas universidadesdeMéxico incluidas en el Ranking WebdeUniversidades del Consejo SuperiordeInvestigaciones Científicas (CSIC), durante el periodo (2011-2018)","Marín Castellanos, Denise",2020,Maestría en Bibliotecología y Estudiosdela Información
Produccióndeenergía renovable en formademetano a partirdecorrientesdeCO2 y H2,"Mares Tepanohaya, Sigrid Yunuen",2020,Maestría en Ingeniería Ambiental
"Efectodelas sustancias agroquímicas sobre el cultivodepitayos (Stenocereus queretaroensis) en el municipiodeTechalutadeMontenegro, Jalisco :repercusiones para sus polinizadores más eficientes, los murciélagos","Marcos Zamora, Viridiana",2020,Licenciatura en Biología
El uso del ultrasonido preoperatorio en el diagnósticodehernia inguinocrural :herramienta útil o factor confusor para el tratamiento quirúrgico en el Centro Médico ABC,"Margain Treviño, Daniel",2020,Especialidad en Medicina (Cirugía General)
Análisis longitudinaldelos cambios en la microestructura del sistema límbico en un modelodeepilepsia crónica,"Márquez Bravo, Luis Cuauhtémoc",2020,Maestría en Ciencias (Neurobiología)
Ensayedemurosdebloquedeconcretodealta resistencia con refuerzo interior,"Márquez Avilés, Daniela",2020,Especialidad en Estructuras
Diseñodefármacos asistido por computadora :dinámica molecularde5 inhibidosdeentrada del VIH-1,"Márquez Avilés, Raúl",2020,Licenciatura en Química
Estudio metagenómicodearqueas termoacidófilasdesedimentos del campo geotérmicodelos azufres,"Marín Paredes, Roberto",2020,Maestría en Ciencias Biológicas
Cuatro elementos para un posible programadeintervención en el ciclodepobreza crónica,"Márquez Beltrán, Ana Paula",2020,Maestría en Filosofía
Una medida alternativa al nivel generaldeprecios al consumo para México,"Márquez Cano, Luis Octavio",2020,Maestría en Economía
Ideología y partidos :una aproximación a la izquierda,"Márquez Bautista, José Arturo",2020,Licenciatura en Ciencias Políticas y Administración Pública
"Heroicidad desde las sombras :Queequeg, heros ignorabilisdela travesía del Pequod","Marín Velázquez, Juan Francisco",2020,Licenciatura en Lengua y Literaturas Modernas Inglesas
Agenciadeservicios funerarios en Tláhuac. CDMX,"Márquez Becerril, Gabina",2020,Licenciatura en Arquitectura
Frecuenciadecomplicaciones posoperatorias con el manejo laparoscópico temprano en pacientes con diagnósticodemasa apendicular,"Marmolejo Saavedra, Fernando",2020,Especialidad en Medicina (Cirugía General)
Evaluacióndela resiliencia y la vulnerabilidaddelas rutas urbanasdedistribucióndemateriales peligrosos en la ZMVM,"Márquez García, Jesús",2020,Maestría en IngenieríadeSistemas
Prevalencia y factoresderiesgo relacionados con la infección por clostridium difficile ribotipo BI,"Márquez Martínez, Verónica",2020,Especialidad en Medicina (Medicina Interna)
PCR en tiempo real del polimorfismo ILE655VAL del gen HER2 en pacientes con cáncerdemama y su posible valor predictivo,"Márquez Muñoz, Cassandra Karewit",2020,Licenciatura en Química Farmacéutico Biológica
Percepción y producción del ritmo subjetivodela marcha,"Márquez Gutiérrez, Juan Pablo",2020,Maestría en Ciencias (Neurobiología)
"Centro lúdico recreativo en Col. San Ángel, C.D.M.X.","Márquez Damián, Héctor Israel",2020,Licenciatura en Arquitectura
El sistemadepensiones en México :un análisisdela organización industrialdelas Afore,"Márquez Rojas, Jesús",2020,Licenciatura en Economía
Respuesta magneto-plasmónicadenanosistemas esféricosdeINSB,"Márquez Hernández, Alonso",2020,Licenciatura en Física
La construcción social del patrimonio cultural y su influencia en la organizacióndela vida social en la ciudad :el caso del Corredor Cultural Regina,"Márquez Rojas, Tlali Guadalupe",2020,Licenciatura en Sociología
Análisisdelos efectos sinérgicos y compensatorios del silvopastoreo a largo plazo en un bosquedeencino del centrodeMéxico,"Márquez Hernández, Roberto Ignacio",2020,Maestría en Cienciasdela Producción ydela Salud Animal
Aprendizaje estratégico para desarrollar pensamiento divergente en estudiantesdeeducación media superior,"Márquez Ruiz, Estefany Violeta",2020,Maestría en Docencia para la Educación Media Superior (Psicología)
Análisisdeun flujo electroosmóticodeun fluido newtoniano con propiedades dependientesdela temperatura y campo eléctrico,"Marroquín Desentis, Jorge Alberto",2020,Doctorado en Ingeniería Mecánica
